RCdp108.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10         49        191         10
    2      22         75         30         20         30        168         10
    4      20         80         40         20         69        193         10
    6      18         75         20         10         60        159         10
   15       2         40         20         20         39        163         10
   18      44          5         20         30         73        130         10
   19      42         10         40         20         40        148         10
   25      35          5         20         20         45        183         10
   52      25         30          3         11         25        150         10
   53      20         50          5         16         68        143         10
   54      55         60         16          3        107        200         10
   60      15         60         17          3         62        203         10
   62      65         35          3         17         29        168         10
   63      65         20          6         20         39        190         10
   64      45         30         17          4         20        139         10
   66      41         37         16         10         97        198         10
   69      31         52         27          5          9        139         10
   72      63         65          8          5         27        202         10
   74      20         20          8         23         71        193         10
   96      55         54         26          4        105        188         10
