RCdp206.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    7      15         75         20         20        240        480         10
   14       5         45         10         10         35        275         10
   16       0         40         20         10        195        435         10
   19      42         10         40         10        194        434         10
   20      42         15         10         40        477        717         10
   29      90         35         10         10        134        374         10
   31      88         35         20         40        105        345         10
   38      62         80         30         20        218        458         10
   39      60         80         10         20         36        276         10
   43      55         85         20         20        514        754         10
   45      20         82         10         20         37        277         10
   49      42         12         10         10        380        620         10
   54      55         60         16         16        541        781         10
   68      40         60         21         12        552        792         10
   70      35         69         23         12        690        930         10
   78       8         56         27          7        305        545         10
   88      24         58         19          1        200        440         10
   90      37         47          6          4        299        539         10
   92      53         43         14          9         14        254         10
   94      57         48         23          9        332        572         10
