Cdp103.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         10          0       1125         90
    7      40         66         20         20          0       1130         90
   16      20         85         40         50          0       1105         90
   21      30         52         20         20          0       1135         90
   24      25         50         10         10          0       1131         90
   30      20         55         10         20        449        504         90
   35       5         35         10         10        283        344         90
   37       2         40         20         10          0       1106         90
   41      35         32         10         30        166        235         90
   46      30         32         30         10          0       1125         90
   53      44          5         20         40        286        347         90
   64      48         30         10         10        632        693         90
   65      48         40         10         30         76        129         90
   66      47         35         10         10        826        875         90
   70      95         30         30         10        387        456         90
   71      95         35         20         10          0       1088         90
   79      87         30         10         10        668        731         90
   80      85         25         10         10        769        820         90
   82      75         55         20         10          0       1110         90
   90      60         55         10         10          0       1125         90
