Rdp201.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    3      55         45         13         16        527        584         10
    6      25         30          3          2        415        514         10
   14      15         10         20         16         32        243         10
   15      30          5          8          4        175        300         10
   17       5         30          2          6        733        870         10
   26      45         30         17          3        588        667         10
   27      35         40         16          3        104        255         10
   30      40         60         21         14        259        354         10
   38       5          5         16          2        302        405         10
   47       8         56         27          6         85        250         10
   48      13         52         36         12        773        906         10
   51      49         58         10         24        348        453         10
   67      67          5         25         14        294        401         10
   69      37         47          6         16        162        293         10
   80      56         37          6         18        839        968         10
   81      55         54         26          5        411        456         10
   83      14         37         11         22         96        249         10
   85      16         22         41         15        376        461         10
   91      15         19          1         11        739        866         10
   92      22         22          2         10         18        181         10
