RCdp102.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10          0        191         10
    3      22         85         10         40          0        190         10
    8      15         80         10         10         91        121         10
   21      40          5         10         10          0        185         10
   23      38          5         30         20         65         95         10
   25      35          5         20         30        154        184         10
   28      92         30         10         10         62         92         10
   36      65         85         40         20         43         73         10
   40      60         85         30         20         85        115         10
   50      72         35         30         10          0        194         10
   56      50         35         19          7        130        160         10
   60      15         60         17         31        155        185         10
   64      45         30         17          9         53         83         10
   66      41         37         16          4        133        163         10
   75       5          5         16          5          0        172         10
   82      27         43          9         17          0        215         10
   92      53         43         14         16         14         44         10
   93      61         52          3          7        178        208         10
   98      26         52          9          8          0        215         10
  100      31         67          3          6        180        210         10
