Cdp204.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
   18      15         75         20         10          0       3264         90
   22      28         52         20         10          0       3287         90
   25      22         66         40         20       2504       2664         90
   33       8         40         40         20          0       3266         90
   36       5         45         10         10          0       3264         90
   40      36         18         10         20          0       3267         90
   42      33         32         20         10          0       3280         90
   53      44          5         20         30       1256       1416         90
   54      42         10         40         30          0       3259         90
   55      42         15         10         20       1065       1225         90
   59      38         10         10         10          0       3259         90
   62      50         35         20         10        120        280         90
   67      47         40         10         10         12        172         90
   72      53         30         10         10          0       3276         90
   76      90         35         10         10       2131       2291         90
   80      85         25         10         10          0       3248         90
   84      70         58         20         10       1641       1801         90
   89      56         64         10         50          0       3278         90
   92      67         85         20         20        694        854         90
   95      62         80         30         10          0       3262         90
