Rdp206.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    4      55         20         19          8        620        860         10
   14      15         10         20         12         32        272         10
   15      30          5          8         14        118        358         10
   16      10         20         19         26        203        443         10
   24      65         35          3         21        656        896         10
   26      45         30         17         23          0        978         10
   36       2         60          5         13         41        281         10
   45       6         38         16          3         29        269         10
   52      27         43          9         11          0        978         10
   54      57         29         18         11        568        808         10
   55      63         23          2          3        560        800         10
   58      36         26         18          7        740        980         10
   68      56         39         36         45        575        815         10
   70      37         56          5         20        728        968         10
   78      61         52          3         26        322        562         10
   79      57         48         23         15        307        547         10
   83      14         37         11          6          0        968         10
   87      28         18         26          6        314        554         10
   90      31         67          3         32        320        560         10
   92      22         22          2          6         18        258         10
