RCdp208.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    5      20         85         20         20         40        630         10
   13       5         35         10         10        395        911         10
   15       2         40         20         10         39        528         10
   17       0         45         20         20        394        909         10
   20      42         15         10         30        391        802         10
   25      35          5         20         20        386        904         10
   41      58         75         20         20        201        670         10
   43      55         85         20         20        429        838         10
   47       2         45         10         20         38        606         10
   51      55         20         19         12        161        610         10
   57      30         25         23         18        227        686         10
   70      35         69         23         17        330        930         10
   80      47         47         13         13        444        942         10
   81      49         58         10         13        249        580         10
   86      21         24         28         21        212        605         10
   93      61         52          3          9        373        928         10
   95      56         37          6         10         20        539         10
   96      55         54         26         35        418        825         10
   97       4         18         35          3        426        787         10
   98      26         52          9          1         14        499         10
