Cdp208.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    1      52         75         10         10         71        711         90
    5      42         65         10         10         15        655         90
    8      34         60         20         10       2647       3287         90
   13      22         75         30         30       2165       2805         90
   22      28         52         20         20         12        652         90
   25      22         66         40         10       2264       2904         90
   30      20         55         10         10         63        703         90
   36       5         45         10         20       1013       1653         90
   46      34         25         30         10       1769       2409         90
   56      40          5         30         10       1110       1750         90
   60      35          5         20         20       1295       1935         90
   64      48         30         10         10        253        893         90
   65      44         25         10         30        631       1271         90
   67      47         40         10         10         12        652         90
   80      85         25         10         10       2273       2913         90
   81      85         35         30         10       2463       3103         90
   91      60         60         10         10       1211       1851         90
   92      67         85         20         10        454       1094         90
   95      62         80         30         40        641       1281         90
   98      58         75         20         20        738       1378         90
