Rdp205.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    6      25         30          3          9        345        585         10
   10      30         60         16         13        485        725         10
   23      55          5         29          6        146        386         10
   27      35         40         16          2         60        300         10
   28      41         37         16         10         65        305         10
   32      35         69         23         10        599        839         10
   35      63         65          8          4        630        870         10
   40      40         25          9          7        279        519         10
   45       6         38         16         11         29        269         10
   46       2         48          1         12        452        692         10
   50      47         47         13         10        475        715         10
   64      15         77          9          4        154        394         10
   68      56         39         36          9        575        815         10
   70      37         56          5         22        728        968         10
   72      47         16         25          4         22        262         10
   76      49         42         13         20        212        452         10
   80      56         37          6         15        728        968         10
   81      55         54         26         13        314        554         10
   84      11         31          7          3        354        594         10
   97      25         21         12         23        523        763         10
