Cdp109.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
   13      22         75         30         40         30        390         90
   19      15         80         10         40        132        492         90
   22      28         52         20         10        668       1028         90
   26      25         55         10         10        482        842         90
   29      20         50         10         30        202        562         90
   31      10         35         20         10         39        399         90
   34       8         45         20         10        604        964         90
   40      35         30         10         10        113        473         90
   44      32         30         10         10        206        566         90
   47      30         35         10         30        767       1127         90
   50      26         32         10         10        668       1028         90
   53      44          5         20         20        137        497         90
   63      50         40         50         30         15        375         90
   66      47         35         10         20        671       1031         90
   70      95         30         30         10        242        602         90
   86      66         55         10         20         26        386         90
   87      65         55         20         30         25        385         90
   91      60         60         10         20        683       1043         90
   96      60         80         10         20         36        396         90
   99      55         80         10         50        602        962         90
