RCdp107.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    7      15         75         20         40         69        118         10
    8      15         80         10         20         56        155         10
   14       5         45         10         30         35        117         10
   16       0         40         20         10         59        114         10
   22      40         15         40         20         55        158         10
   32      87         30         10         20        116        175         10
   35      67         85         20         20         61        185         10
   38      62         80         30         10         37        148         10
   40      60         85         30         10         50        149         10
   41      58         75         20         40         48        165         10
   43      55         85         20         20        117        168         10
   53      20         50          5         14         57        154         10
   58      15         10         20         16         56        182         10
   59      10         20         19          6         42        125         10
   72      63         65          8         12         27        101         10
   82      27         43          9          1         26         87         10
   84      57         29         18         21         62        159         10
   86      21         24         28         11         77        126         10
   94      57         48         23          7         86        133         10
   98      26         52          9          7         30         91         10
