Cdp106.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    1      45         68         10         50        890        989         90
    2      45         70         30         10        816        879         90
    7      40         66         20         10        172        223         90
    9      38         70         10         10        489        650         90
   11      35         69         10         30        450        503         90
   13      22         75         30         20         30         95         90
   19      15         80         10         20        274        349         90
   26      25         55         10         10        612        711         90
   37       2         40         20         20        365        452         90
   38       0         40         30         10        474        527         90
   54      42         10         40         20         96        347         90
   61      50         30         10         30        422        719         90
   64      48         30         10         20        567        758         90
   67      47         40         10         40         12        226         90
   73      92         30         10         40        345        684         90
   79      87         30         10         10        567        832         90
   90      60         55         10         10         20        293         90
   92      67         85         20         10        229        580         90
   93      65         85         40         10        442        551         90
   99      55         80         10         10        595        968         90
