Cdp203.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
   14      22         85         10         10          0       3260         90
   19      15         80         10         10          0       3260         90
   20      30         50         10         10          0       3290         90
   25      22         66         40         10       2504       2664         90
   26       8         62         10         10          0       3265         90
   31      10         35         20         10          0       3266         90
   41      35         32         10         10       2758       2918         90
   42      33         32         20         10       2666       2826         90
   49      48         20         10         10        967       1127         90
   50      26         32         10         30          0       3277         90
   52      25         35         10         10          0       3278         90
   56      40          5         30         20       1350       1510         90
   58      38          5         30         10       1442       1602         90
   67      47         40         10         10         12        172         90
   70      95         30         30         10       2321       2481         90
   74      53         35         50         30        213        373         90
   79      87         30         10         10       2608       2768         90
   80      85         25         10         30       2513       2673         90
   96      62         40         10         20          0       3275         90
   98      58         75         20         40          0       3269         90
