Cdp108.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    3      42         66         10         20         16        336         90
    4      42         68         10         10        643        866         90
   23      28         55         10         10        664        845         90
   26      25         55         10         10        502        821         90
   35       5         35         10         20        191        436         90
   36       5         45         10         20        588        793         90
   38       0         40         30         20        414        587         90
   39       0         45         20         30        481        710         90
   41      35         32         10         20         63        338         90
   42      33         32         20         10         19        345         90
   45      30         30         10         10        453        688         90
   57      40         15         40         50         35        246         90
   58      38          5         30         30        376        629         90
   66      47         35         10         10        753        948         90
   72      53         30         10         10        367        588         90
   74      53         35         50         40        263        502         90
   85      68         60         30         10        470        697         90
   86      66         55         10         30         76        335         90
   91      60         60         10         30        756        969         90
   98      58         75         20         20         30        248         90
