RCdp101.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    2      22         75         30         10         50         80         10
    5      20         85         20         10         41         71         10
   12       8         45         20         40         64         94         10
   13       5         35         10         20        142        172         10
   19      42         10         40         20         72        102         10
   24      38         15         10         20        148        178         10
   25      35          5         20         30        154        184         10
   30      88         30         10         10         74        104         10
   31      88         35         20         10         61         91         10
   48      42          5         10         40        151        181         10
   56      50         35         19          0        130        160         10
   61      45         65          9          1         66         96         10
   66      41         37         16          9        133        163         10
   67      64         42          9          2         70        100         10
   68      40         60         21          3        144        174         10
   81      49         58         10          8         86        116         10
   87      12         24         13         23         90        120         10
   88      24         58         19          5         67         97         10
   97       4         18         35          5        120        150         10
   99      26         35         15          2         77        107         10
