Rdp101.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    5      15         30         26         12         34         44         10
    8      10         43          9          7         95        105         10
   17       5         30          2          9        157        167         10
   25      65         20          6         13        172        182         10
   29      64         42          9         31         63         73         10
   30      40         60         21         17         71         81         10
   40      40         25          9         11         85         95         10
   48      13         52         36         21        165        175         10
   55      63         23          2         25        136        146         10
   60      17         34          3         12        162        172         10
   65      62         77         20          0         51         61         10
   71      57         68         15         20         77         87         10
   74      46         13          8          9        149        159         10
   80      56         37          6          6        182        192         10
   84      11         31          7          8        101        111         10
   92      22         22          2          4         18         28         10
   95      25         24         20          5         39         49         10
   97      25         21         12         10        133        143         10
   98      19         21         10         16         58         68         10
   99      20         26          9          8         83         93         10
