Rdp202.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    2      35         17          7         20          0        972         10
    8      10         43          9         16        404        481         10
    9      55         60         16         25        400        497         10
   18      20         40         12         10        377        434         10
   21      45         20         11         32          0        971         10
   22      45         10         18          9        409        494         10
   25      65         20          6          0        817        956         10
   29      64         42          9         17        190        313         10
   35      63         65          8         14        686        813         10
   42      24         12          5          6         25        172         10
   48      13         52         36         18          0        962         10
   55      63         23          2         14        620        739         10
   58      36         26         18          4        849        980         10
   67      67          5         25          6        294        401         10
   76      49         42         13         18        290        373         10
   80      56         37          6          8        839        968         10
   83      14         37         11         21          0        968         10
   88      26         52          9         11        279        388         10
   93      18         24         22         23        811        969         10
   95      25         24         20         30          0        975         10
