RCdp105.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    6      18         75         20         10         96        123         10
    7      15         75         20         10         35        155         10
   14       5         45         10         10         35        117         10
   17       0         45         20         10        147        180         10
   20      42         15         10         10        111        162         10
   28      92         30         10         20         55        120         10
   31      88         35         20         10         50        170         10
   34      85         35         30         10         62        182         10
   35      67         85         20         10        138        169         10
   37      65         82         10         10         69        189         10
   49      42         12         10         10        109        128         10
   51      55         20         19          1         69        126         10
   52      25         30          3          8         25        145         10
   56      50         35         19          5        130        159         10
   59      10         20         19         20         42        162         10
   66      41         37         16          8        134        161         10
   71      65         55         14          3         52        107         10
   72      63         65          8          7         27        147         10
   82      27         43          9         13         14        134         10
   96      55         54         26          4         87        207         10
