Cdp201.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    2      45         70         30         10        213        373         90
    3      62         69         10         40       1167       1327         90
   12      25         85         20         30       2119       2279         90
   24      25         50         10         10        116        276         90
   26       8         62         10         20       1545       1705         90
   31      10         35         20         10        781        941         90
   36       5         45         10         40       1253       1413         90
   37       2         40         20         10        971       1131         90
   40      36         18         10         20       1819       1979         90
   44      32         20         10         20       1913       2073         90
   51      25         30         10         20       2200       2360         90
   55      42         15         10         20       1065       1225         90
   57      38         15         40         10       1725       1885         90
   61      50         30         10         10        401        561         90
   63      50         40         50         10         25        185         90
   72      53         30         10         20        308        468         90
   74      53         35         50         20        213        373         90
   77      72         45         10         40       2900       3060         90
   84      70         58         20         10       1641       1801         90
  100      55         85         20         10        502        662         90
