Cdp102.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         40          0       1125         90
   11      35         69         10         20        448        505         90
   16      20         85         40         10        475        528         90
   19      15         80         10         20        278        345         90
   24      25         50         10         10         65        144         90
   25      25         52         40         10        169        224         90
   35       5         35         10         10        283        344         90
   38       0         40         30         30        479        522         90
   42      33         32         20         30         68        149         90
   48      28         30         10         30          0       1122         90
   53      44          5         20         10        286        347         90
   57      40         15         40         10         35         87         90
   58      38          5         30         10        471        534         90
   59      38         15         10         20          0       1110         90
   61      50         30         10         20        531        610         90
   69      45         35         10         10        916        969         90
   76      90         35         10         30        203        260         90
   79      87         30         10         10        668        731         90
   85      68         60         30         10          0       1116         90
   88      65         60         30         10        645        708         90
