Rdp211.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    2      35         17          7         12         18        534         10
    3      55         45         13         25        378        733         10
    5      15         30         26         24         20        610         10
    6      25         30          3         35        245        684         10
   15      30          5          8         37         30        519         10
   19      15         60         17          2         95        552         10
   20      45         65          9         20        418        829         10
   28      41         37         16          4          6        526         10
   31      31         52         27         11         17        501         10
   34      65         55         14          6        367        776         10
   38       5          5         16          8        130        577         10
   41      42          7          5          8        219        688         10
   44      11         14         18         13         59        514         10
   45       6         38         16         12         29        589         10
   49       6         68         30         24        362        679         10
   85      16         22         41         14        213        624         10
   88      26         52          9         34        104        563         10
   93      18         24         22         23        414        969         10
   95      25         24         20          3         14        533         10
   98      19         21         10          8         21        506         10
