Rdp209.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    7      20         50          5         18        292        449         10
   10      30         60         16         30        496        713         10
   17       5         30          2         14        409        959         10
   30      40         60         21         29        115        498         10
   32      35         69         23          7        602        835         10
   34      65         55         14         14        487        656         10
   36       2         60          5         13         41        710         10
   39      60         12         31          7         33        797         10
   56      53         12          6         19        426        851         10
   58      36         26         18         14        458        980         10
   60      17         34          3         11        651        932         10
   69      37         47          6          4         12        535         10
   71      57         68         15         34        218        417         10
   78      61         52          3          4        212        671         10
   81      55         54         26          5        388        479         10
   82      15         47         16         16         99        352         10
   83      14         37         11         13         21        328         10
   85      16         22         41          9        333        504         10
   94      26         27         27         14        403        536         10
   98      19         21         10          4        122        367         10
