Cdp105.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         10        802        893         90
    4      42         68         10         20        699        810         90
   12      25         85         20         10        617        756         90
   14      22         85         10         10        541        646         90
   16      20         85         40         10        448        555         90
   17      18         75         20         10         75        172         90
   25      25         52         40         20        142        251         90
   37       2         40         20         10        357        460         90
   38       0         40         30         10        457        544         90
   43      33         35         10         30         16        144         90
   45      30         30         10         10        512        629         90
   48      28         30         10         10        601        724         90
   52      25         35         10         20        883        998         90
   54      42         10         40         10        150        293         90
   66      47         35         10         40        802        899         90
   68      45         30         10         40        712        799         90
   70      95         30         30         20        353        490         90
   74      53         35         50         10        323        442         90
   77      88         30         10         30        539        678         90
   85      68         60         30         20        527        640         90
