Rdp108.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    3      55         45         13         19          0        197         10
    6      25         30          3         15          0        208         10
   18      20         40         12          0          0        204         10
   22      45         10         18         10          0        193         10
   23      55          5         29         13         58         88         10
   31      31         52         27          9          0        202         10
   34      65         55         14         21          0        183         10
   35      63         65          8         19          0        178         10
   36       2         60          5          3          0        178         10
   37      20         20          8          7          0        198         10
   43      23          3          7          9          0        185         10
   49       6         68         30         10          0        176         10
   51      49         58         10         48          0        193         10
   61      12         24         13         22          0        194         10
   66      49         73         25          8          0        179         10
   68      56         39         36          3          0        198         10
   84      11         31          7         11         91        121         10
   85      16         22         41         19          0        196         10
   99      20         26          9          3         73        103         10
  100      18         18         17          4        165        195         10
