Cdp207.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    8      34         60         20         10       2035       3288         90
   13      22         75         30         20       2135       2834         90
   18      15         75         20         20       1299       2344         90
   22      28         52         20         10         12        752         90
   31      10         35         20         20        309       1412         90
   33       8         40         40         20        234       1295         90
   36       5         45         10         10        819       1846         90
   37       2         40         20         10        494       1607         90
   48      36         40         10         20       2605       3266         90
   61      50         30         10         20        223        738         90
   62      50         35         20         10         18        474         90
   64      48         30         10         10        246        899         90
   66      47         35         10         10        393        942         90
   68      42         30         10         10        641       1070         90
   81      85         35         30         30       2563       3002         90
   82      75         55         20         10       1894       2115         90
   87      64         46         20         50       2976       3275         90
   88      65         60         30         40       1482       1769         90
   89      56         64         10         20       1275       1594         90
   91      60         60         10         10       1440       1621         90
