Rdp109.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
   13      30         25         23         24        131        196         10
   21      45         20         11          9         37         96         10
   22      45         10         18          9         76        127         10
   25      65         20          6         18        121        186         10
   27      35         40         16         20          8         75         10
   29      64         42          9         31         37         98         10
   33      53         52         11         11         24         92         10
   34      65         55         14         20         96        147         10
   40      40         25          9         34         65        114         10
   43      23          3          7         14        111        162         10
   45       6         38         16          1         29         99         10
   60      17         34          3          6        134        199         10
   64      15         77          9          6         48        107         10
   76      49         42         13         33         52        103         10
   85      16         22         41          4         70        121         10
   87      28         18         26         11         79        116         10
   90      31         67          3         14         73        126         10
   95      25         24         20          6         14         78         10
   97      25         21         12         18        115        160         10
   99      20         26          9         21         60        115         10
