RCdp202.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
   16       0         40         20         20        255        375         10
   17       0         45         20         10        703        823         10
   21      40          5         10         20          0        905         10
   26      95         30         30         10          0        891         10
   27      95         35         20         10        146        266         10
   36      65         85         40         20         43        163         10
   41      58         75         20         10        376        496         10
   47       2         45         10         20        105        225         10
   49      42         12         10         10        440        560         10
   57      30         25         23          0        397        517         10
   64      45         30         17         39        191        311         10
   65      35         40         16          4         11        131         10
   72      63         65          8          2          0        922         10
   73       2         60          5         16        286        406         10
   85      63         23          2          7          0        914         10
   86      21         24         28          7        349        469         10
   95      56         37          6         18          0        929         10
   98      26         52          9         14          0        935         10
   99      26         35         15         16        308        428         10
  100      31         67          3          4        810        930         10
