Rdp210.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
   11      20         65         12          7        206        325         10
   15      30          5          8         20        176        299         10
   18      20         40         12         39        229        582         10
   22      45         10         18          0        349        554         10
   24      65         35          3         15        435        960         10
   33      53         52         11         13         24        299         10
   38       5          5         16         34        298        409         10
   41      42          7          5         35        336        571         10
   44      11         14         18          4        230        343         10
   48      13         52         36         16        200        962         10
   56      53         12          6          7        525        752         10
   59      21         24         28          4         17        972         10
   60      17         34          3          4        449        971         10
   72      47         16         25         21         22        915         10
   73      44         17          9         12        143        564         10
   79      57         48         23         10        377        476         10
   82      15         47         16         15         23        761         10
   92      22         22          2         32         18        159         10
   93      18         24         22         11        691        969         10
   97      25         21         12          2        462        823         10
