Cdp101.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         10        825        870         90
    4      42         68         10         10        727        782         90
    7      40         66         20         50        170        225         90
   11      35         69         10         20        448        505         90
   12      25         85         20         10        652        721         90
   22      28         52         20         10        812        883         90
   25      25         52         40         20        169        224         90
   28      23         55         20         30        546        593         90
   30      20         55         10         10        449        504         90
   31      10         35         20         10        200        237         90
   50      26         32         10         10        815        880         90
   55      42         15         10         40         95        158         90
   62      50         35         20         40        262        317         90
   63      50         40         50         10        171        218         90
   65      48         40         10         10         76        129         90
   66      47         35         10         10        826        875         90
   69      45         35         10         20        916        969         90
   77      88         30         10         20        574        643         90
   78      88         35         20         10        109        170         90
   80      85         25         10         10        769        820         90
