Rdp207.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    8      10         43          9         14        323        563         10
   12      50         35         19          8          0        975         10
   13      30         25         23         22        639        879         10
   19      15         60         17         24          0        957         10
   20      45         65          9         10          0        958         10
   21      45         20         11         10          0        971         10
   26      45         30         17          7          0        978         10
   29      64         42          9          8          0        960         10
   39      60         12         31          7         33        273         10
   48      13         52         36         21          0        962         10
   49       6         68         30          9        401        641         10
   65      62         77         20         21         49        289         10
   66      49         73         25          8        523        763         10
   67      67          5         25         26        228        468         10
   74      46         13          8          8        622        862         10
   79      57         48         23          7        307        547         10
   83      14         37         11          4          0        968         10
   86       4         18         35          4          0        954         10
   89      26         35         15          8          0        981         10
   91      15         19          1         11          0        964         10
