Rdp203.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    5      15         30         26         11          0        969         10
    9      55         60         16         12        400        497         10
   19      15         60         17          3          0        957         10
   20      45         65          9         15          0        958         10
   21      45         20         11         12          0        971         10
   23      55          5         29          7        206        325         10
   24      65         35          3         19          0        960         10
   33      53         52         11         13         45        200         10
   38       5          5         16          5        302        405         10
   42      24         12          5          4         25        172         10
   54      57         29         18         14          0        967         10
   57      32         12          7         16          0        966         10
   59      21         24         28          5          0        972         10
   63      27         69         10          8          0        955         10
   64      15         77          9         15        214        333         10
   70      37         56          5         11        788        968         10
   77      53         43         14         18        817        952         10
   88      26         52          9         17        279        388         10
   92      22         22          2         13         18        181         10
  100      18         18         17         12        798        965         10
