Cdp205.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    4      60         66         10         40       1181       1501         90
    9      28         70         10         10       2521       2841         90
   10      35         66         10         10       2711       3031         90
   11      35         69         10         10       2618       2938         90
   23      14         66         10         10       1563       1883         90
   32      10         40         30         30        513        833         90
   34       8         45         20         10       1266       1586         90
   45      30         30         10         40       2025       2345         90
   57      38         15         40         20       1645       1965         90
   60      35          5         20         10       1455       1775         90
   68      42         30         10         10        696       1016         90
   70      95         30         30         20       2241       2561         90
   72      53         30         10         10        228        548         90
   77      72         45         10         20       2820       3140         90
   78      78         40         20         30       2722       3042         90
   82      75         55         20         10       1845       2165         90
   89      56         64         10         10       1275       1595         90
   90      60         55         10         10       2959       3279         90
   95      62         80         30         30        801       1121         90
   96      62         40         10         10       2921       3241         90
