Rdp111.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    3      55         45         13         10         54        187         10
   13      30         25         23         37        147        180         10
   15      30          5          8         15         50         81         10
   16      10         20         19         12         29        139         10
   17       5         30          2         30        124        189         10
   28      41         37         16         14          6        136         10
   31      31         52         27          0         17        198         10
   40      40         25          9          6         65        114         10
   41      42          7          5         46         72        131         10
   48      13         52         36         13         27        192         10
   50      47         47         13          3         41        203         10
   56      53         12          6         12        106        163         10
   57      32         12          7         10         48        163         10
   60      17         34          3         20         70        201         10
   67      67          5         25         10         73        102         10
   72      47         16         25          0         22        197         10
   78      61         52          3         11         71        130         10
   82      15         47         16          2         23        196         10
   93      18         24         22         14        129        199         10
   94      26         27         27         16         35        174         10
