RCdp207.20

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   20        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
   11       8         40         40         20         33        510         10
   18      44          5         20         20        338        451         10
   20      42         15         10         30        511        682         10
   24      38         15         10         30        598        883         10
   28      92         30         10         10         68        349         10
   30      88         30         10         20        114        497         10
   32      87         30         10         20        564        797         10
   39      60         80         10         30         36        800         10
   40      60         85         30         20        233        544         10
   43      55         85         20         40        549        718         10
   48      42          5         10         20        636        904         10
   57      30         25         23          7        347        566         10
   58      15         10         20          6        380        902         10
   61      45         65          9          6        230        405         10
   70      35         69         23         27        211        930         10
   71      65         55         14          7        201        400         10
   78       8         56         27          8        195        654         10
   80      47         47         13         15        426        942         10
   85      63         23          2          5        318        489         10
   93      61         52          3          8        298        928         10
