RCdp207.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    1      25         85         20         10        591        874         10
    2      22         75         30         10         73        350         10
    3      22         85         10         10        473        588         10
    5      20         85         20         10         40        390         10
    6      18         75         20         20        249        646         10
    8      15         80         10         20        272        581         10
    9      10         35         20         20        236        625         10
   10      10         40         30         10        470        687         10
   11       8         40         40         20         33        510         10
   14       5         45         10         10         35        457         10
   15       2         40         20         30         39        538         10
   16       0         40         20         10        214        415         10
   17       0         45         20         40        359        909         10
   18      44          5         20         20        338        451         10
   20      42         15         10         30        511        682         10
   21      40          5         10         10        158        391         10
   22      40         15         40         20        263        606         10
   24      38         15         10         30        598        883         10
   25      35          5         20         10        348        904         10
   27      95         35         20         30         57        664         10
   28      92         30         10         10         68        349         10
   29      90         35         10         40        131        376         10
   30      88         30         10         20        114        497         10
   31      88         35         20         10        102        347         10
   32      87         30         10         20        564        797         10
   33      85         25         10         40         51        673         10
   34      85         35         30         30        462        631         10
   35      67         85         20         10        396        905         10
   36      65         85         40         20         43        712         10
   37      65         82         10         10        530        703         10
   38      62         80         30         10        131        544         10
   39      60         80         10         30         36        800         10
   40      60         85         30         20        233        544         10
   41      58         75         20         10        207        664         10
   42      55         80         10         10         33        624         10
   43      55         85         20         40        549        718         10
   44      55         82         10         10         62        491         10
   45      20         82         10         20         37        677         10
   46      18         80         10         20        435        662         10
   47       2         45         10         30         38        366         10
   48      42          5         10         20        636        904         10
   51      55         20         19         15        281        490         10
   52      25         30          3         13        109        360         10
   54      55         60         16         23        568        753         10
   55      30         60         16         11        421        896         10
   57      30         25         23          7        347        566         10
   58      15         10         20          6        380        902         10
   59      10         20         19         17         42        466         10
   60      15         60         17         13        613        894         10
   61      45         65          9          6        230        405         10
   62      65         35          3          3         29        587         10
   63      65         20          6          7         39        353         10
   64      45         30         17         14         20        497         10
   65      35         40         16         13         11        570         10
   66      41         37         16          7        423        828         10
   67      64         42          9         19        112        543         10
   69      31         52         27          8          9        532         10
   70      35         69         23         27        211        930         10
   71      65         55         14          7        201        400         10
   72      63         65          8          9         27        382         10
   74      20         20          8          3        427        913         10
   75       5          5         16         12        183        400         10
   76      60         12         31         15        162        493         10
   77      23          3          7          8        360        900         10
   78       8         56         27          8        195        654         10
   79       6         68         30         13        258        565         10
   80      47         47         13         15        426        942         10
   82      27         43          9          7         85        338         10
   84      57         29         18         15        304        605         10
   85      63         23          2          5        318        489         10
   86      21         24         28         16        332        485         10
   88      24         58         19         25        100        539         10
   89      67          5         25         36        565        897         10
   90      37         47          6          8        324        513         10
   91      49         42         13         10        651        906         10
   93      61         52          3          8        298        928         10
   94      57         48         23         10        385        518         10
   96      55         54         26         16        538        705         10
   97       4         18         35          7        546        667         10
   99      26         35         15          1        170        565         10
