RCdp104.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10          0        191         10
    2      22         75         30         20          0        199         10
    3      22         85         10         10          0        190         10
    4      20         80         40         20        141        171         10
    5      20         85         20         20          0        189         10
    6      18         75         20         20          0        196         10
    7      15         75         20         10          0        194         10
    9      10         35         20         10         91        121         10
   11       8         40         40         30         59         89         10
   13       5         35         10         20        142        172         10
   14       5         45         10         20          0        194         10
   15       2         40         20         30         58         88         10
   16       0         40         20         10          0        188         10
   17       0         45         20         40          0        189         10
   18      44          5         20         30          0        184         10
   20      42         15         10         10          0        194         10
   23      38          5         30         10         65         95         10
   24      38         15         10         30          0        194         10
   25      35          5         20         10        154        184         10
   26      95         30         30         20          0        171         10
   27      95         35         20         10          0        172         10
   28      92         30         10         20          0        174         10
   29      90         35         10         20          0        177         10
   30      88         30         10         20          0        178         10
   32      87         30         10         10          0        178         10
   33      85         25         10         10          0        178         10
   34      85         35         30         10          0        182         10
   35      67         85         20         20          0        185         10
   36      65         85         40         30          0        186         10
   37      65         82         10         40          0        189         10
   39      60         80         10         20          0        193         10
   40      60         85         30         40          0        189         10
   41      58         75         20         40          0        199         10
   42      55         80         10         20          0        196         10
   43      55         85         20         30          0        191         10
   45      20         82         10         10          0        192         10
   46      18         80         10         10          0        192         10
   47       2         45         10         10          0        191         10
   48      42          5         10         20          0        184         10
   51      55         20         19          2          0        196         10
   52      25         30          3          9          0        205         10
   53      20         50          5          5         91        121         10
   54      55         60         16          7          0        211         10
   55      30         60         16         10        140        170         10
   62      65         35          3         21         52         82         10
   63      65         20          6         15          0        190         10
   64      45         30         17         18          0        209         10
   65      35         40         16         22          0        218         10
   66      41         37         16         18          0        216         10
   67      64         42          9         22         70        100         10
   68      40         60         21         34          0        220         10
   69      31         52         27          4         41         71         10
   70      35         69         23          4          0        210         10
   71      65         55         14          2          0        204         10
   73       2         60          5         17          0        190         10
   75       5          5         16         29          0        172         10
   76      60         12         31         11         75        105         10
   77      23          3          7          5        150        180         10
   78       8         56         27          5          0        197         10
   79       6         68         30         11         89        119         10
   80      47         47         13         10          0        222         10
   81      49         58         10         16          0        217         10
   82      27         43          9         38          0        215         10
   83      37         31         14         12          0        210         10
   84      57         29         18         12         96        126         10
   85      63         23          2          2          0        194         10
   86      21         24         28         13          0        197         10
   87      12         24         13          6         90        120         10
   88      24         58         19         32          0        212         10
   89      67          5         25         15          0        177         10
   90      37         47          6          6          0        225         10
   92      53         43         14         12         14         44         10
   93      61         52          3          7          0        208         10
   94      57         48         23         17          0        212         10
   95      56         37          6          3          0        209         10
   96      55         54         26          8          0        214         10
   97       4         18         35          2          0        181         10
   98      26         52          9          8          0        215         10
   99      26         35         15          5         77        107         10
  100      31         67          3         24        180        210         10
