RCdp102.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    1      25         85         20         10          0        191         10
    2      22         75         30         10          0        199         10
    3      22         85         10         40          0        190         10
    4      20         80         40         40        141        171         10
    6      18         75         20         10         95        125         10
    7      15         75         20         30          0        194         10
    8      15         80         10         10         91        121         10
    9      10         35         20         10         91        121         10
   12       8         45         20         20          0        197         10
   13       5         35         10         30        142        172         10
   14       5         45         10         30         35         65         10
   15       2         40         20         30         58         88         10
   16       0         40         20         10         72        102         10
   18      44          5         20         10         87        117         10
   19      42         10         40         30         72        102         10
   20      42         15         10         10        122        152         10
   21      40          5         10         10          0        185         10
   22      40         15         40         10         92        122         10
   23      38          5         30         20         65         95         10
   24      38         15         10         20        148        178         10
   25      35          5         20         30        154        184         10
   27      95         35         20         10         62         92         10
   28      92         30         10         10         62         92         10
   29      90         35         10         30         67         97         10
   30      88         30         10         40         74        104         10
   31      88         35         20         20          0        179         10
   33      85         25         10         20         51         81         10
   35      67         85         20         20        139        169         10
   36      65         85         40         20         43         73         10
   37      65         82         10         30          0        189         10
   38      62         80         30         20         75        105         10
   39      60         80         10         10         37         67         10
   40      60         85         30         20         85        115         10
   41      58         75         20         10         92        122         10
   43      55         85         20         10        128        158         10
   44      55         82         10         10         64         94         10
   45      20         82         10         20         37         67         10
   46      18         80         10         10        113        143         10
   47       2         45         10         20         45         75         10
   49      42         12         10         20        104        134         10
   50      72         35         30         10          0        194         10
   53      20         50          5          7         91        121         10
   54      55         60         16          8        139        169         10
   55      30         60         16          4        140        170         10
   56      50         35         19          7        130        160         10
   57      30         25         23          4         96        126         10
   59      10         20         19         13          0        187         10
   60      15         60         17         31        155        185         10
   62      65         35          3          9         52         82         10
   63      65         20          6         12         39         69         10
   64      45         30         17          9         53         83         10
   65      35         40         16          8         11         41         10
   66      41         37         16          4        133        163         10
   67      64         42          9         25         70        100         10
   71      65         55         14          1         65         95         10
   73       2         60          5          4         77        107         10
   74      20         20          8          8        141        171         10
   75       5          5         16          5          0        172         10
   76      60         12         31         11         75        105         10
   77      23          3          7          0        150        180         10
   78       8         56         27         21         90        120         10
   79       6         68         30         11         89        119         10
   80      47         47         13         12        192        222         10
   81      49         58         10         14         86        116         10
   82      27         43          9         17          0        215         10
   83      37         31         14          4          0        210         10
   84      57         29         18         13         96        126         10
   86      21         24         28         10         87        117         10
   87      12         24         13          5         90        120         10
   89      67          5         25          8        144        174         10
   90      37         47          6          8         86        116         10
   92      53         43         14         16         14         44         10
   93      61         52          3          7        178        208         10
   94      57         48         23         13          0        212         10
   95      56         37          6          6          0        209         10
   96      55         54         26         13          0        214         10
   97       4         18         35          1        120        150         10
   98      26         52          9          8          0        215         10
   99      26         35         15         18         77        107         10
  100      31         67          3          6        180        210         10
