Rdp208.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    2      35         17          7          4          0        972         10
    3      55         45         13         11          0        967         10
    4      55         20         19          6        620        860         10
    5      15         30         26         10          0        969         10
    8      10         43          9          5        323        563         10
    9      55         60         16          1        329        569         10
   11      20         65         12          1        146        386         10
   12      50         35         19         35          0        975         10
   13      30         25         23         20        639        879         10
   14      15         10         20         21          0        957         10
   15      30          5          8          6        118        358         10
   16      10         20         19         16          0        960         10
   17       5         30          2         17          0        959         10
   18      20         40         12          5          0        974         10
   19      15         60         17         18          0        957         10
   20      45         65          9          7          0        958         10
   21      45         20         11         12          0        971         10
   22      45         10         18         10          0        963         10
   23      55          5         29          9        146        386         10
   24      65         35          3         18          0        960         10
   25      65         20          6          2        716        956         10
   26      45         30         17          5          0        978         10
   30      40         60         21         12          0        964         10
   31      31         52         27         12          0        972         10
   32      35         69         23         11          0        956         10
   33      53         52         11         11          0        965         10
   34      65         55         14          9          0        953         10
   35      63         65          8          6          0        948         10
   36       2         60          5         29          0        948         10
   37      20         20          8         11          0        968         10
   38       5          5         16         13        234        474         10
   39      60         12         31          4          0        956         10
   40      40         25          9          7          0        978         10
   41      42          7          5         12          0        961         10
   42      24         12          5         20          0        964         10
   43      23          3          7         44          0        955         10
   45       6         38         16          4          0        960         10
   46       2         48          1         15          0        954         10
   47       8         56         27         16          0        955         10
   50      47         47         13         10          0        973         10
   51      49         58         10         10          0        963         10
   53      37         31         14          8        332        572         10
   55      63         23          2         20        560        800         10
   56      53         12          6          3          0        960         10
   57      32         12          7          7          0        966         10
   58      36         26         18          6        740        980         10
   59      21         24         28         13          0        972         10
   60      17         34          3         15          0        971         10
   62      24         58         19          6        113        353         10
   63      27         69         10         19          0        955         10
   64      15         77          9         25          0        943         10
   65      62         77         20         10          0        940         10
   66      49         73         25          8          0        949         10
   67      67          5         25          3        228        468         10
   68      56         39         36         12          0        968         10
   69      37         47          6         31        108        348         10
   70      37         56          5         20          0        968         10
   71      57         68         15          6          0        950         10
   72      47         16         25          6          0        967         10
   74      46         13          8         17        622        862         10
   75      49         11         18         16          0        962         10
   76      49         42         13         16        212        452         10
   78      61         52          3         20          0        958         10
   79      57         48         23         15        307        547         10
   81      55         54         26          9          0        962         10
   82      15         47         16          6          0        966         10
   83      14         37         11         11          0        968         10
   84      11         31          7         22        354        594         10
   85      16         22         41         17          0        966         10
   87      28         18         26         25        314        554         10
   88      26         52          9         30          0        970         10
   89      26         35         15         15          0        981         10
   90      31         67          3         41          0        957         10
   91      15         19          1         11          0        964         10
   92      22         22          2          5         18        258         10
   94      26         27         27         40          0        977         10
   95      25         24         20          0          0        975         10
   98      19         21         10         23          0        968         10
   99      20         26          9          3        263        503         10
  100      18         18         17         12        725        965         10
