Cdp106.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    1      45         68         10         50        890        989         90
    2      45         70         30         10        816        879         90
    3      42         66         10         10         55        156         90
    4      42         68         10         10        703        806         90
    5      42         65         10         20         15         60         90
    6      40         69         20         10        559        764         90
    7      40         66         20         10        172        223         90
    8      38         68         20         10        250        329         90
    9      38         70         10         10        489        650         90
   11      35         69         10         30        450        503         90
   12      25         85         20         10        647        726         90
   13      22         75         30         20         30         95         90
   14      22         85         10         20        571        616         90
   18      15         75         20         30        172        261         90
   19      15         80         10         20        274        349         90
   20      30         50         10         20         10         77         90
   21      30         52         20         10        918        961         90
   22      28         52         20         30        806        889         90
   23      28         55         10         10        739        770         90
   24      25         50         10         10         55        154         90
   26      25         55         10         10        612        711         90
   27      23         52         10         30        264        313         90
   28      23         55         20         10        553        586         90
   29      20         50         10         10        365        398         90
   30      20         55         10         10        452        501         90
   31      10         35         20         10        204        233         90
   32      10         40         30         10         31        189         90
   33       8         40         40         10         42        203         90
   34       8         45         20         20        715        852         90
   35       5         35         10         40        251        376         90
   36       5         45         10         30        648        733         90
   37       2         40         20         20        365        452         90
   38       0         40         30         10        474        527         90
   40      35         30         10         10        240        345         90
   41      35         32         10         10        123        278         90
   42      33         32         20         20         19        225         90
   43      33         35         10         20         16        153         90
   44      32         30         10         10        338        433         90
   46      30         32         30         20        415        542         90
   47      30         35         10         30        872       1127         90
   48      28         30         10         40        599        726         90
   49      28         35         10         30        917       1126         90
   50      26         32         10         20        779        916         90
   52      25         35         10         20        857       1024         90
   54      42         10         40         20         96        347         90
   57      40         15         40         20         35        172         90
   58      38          5         30         10        403        602         90
   59      38         15         10         10        521        870         90
   60      35          5         20         10        487        704         90
   61      50         30         10         30        422        719         90
   62      50         35         20         40        217        362         90
   63      50         40         50         20        142        247         90
   64      48         30         10         20        567        758         90
   65      48         40         10         10         34        171         90
   67      47         40         10         40         12        226         90
   70      95         30         30         20        266        577         90
   71      95         35         20         20        181        472         90
   72      53         30         10         20        402        553         90
   73      92         30         10         40        345        684         90
   74      53         35         50         10        294        471         90
   75      45         65         20         30        951       1114         90
   78      88         35         20         10         50        237         90
   79      87         30         10         10        567        832         90
   81      85         35         30         10         47        331         90
   83      72         55         10         10        127        476         90
   84      70         58         20         10        349        632         90
   85      68         60         30         10        476        691         90
   87      65         55         20         20         25        256         90
   88      65         60         30         20        546        807         90
   89      63         58         10         10        630        909         90
   90      60         55         10         10         20        293         90
   91      60         60         10         10        769        956         90
   92      67         85         20         10        229        580         90
   93      65         85         40         10        442        551         90
   94      65         82         10         10        227        394         90
   95      62         80         30         30        163        272         90
   96      60         80         10         20         36        291         90
   97      60         85         30         20        469        714         90
   98      58         75         20         10         30        227         90
   99      55         80         10         10        595        968         90
