Rdp103.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    3      55         45         13         16          0        197         10
    4      55         20         19         26        149        159         10
    6      25         30          3          1         99        109         10
    7      20         50          5         27          0        198         10
    8      10         43          9         18         95        105         10
    9      55         60         16         15         97        107         10
   10      30         60         16          4        124        134         10
   11      20         65         12          2         67         77         10
   12      50         35         19         16          0        205         10
   14      15         10         20          1          0        187         10
   16      10         20         19         10          0        190         10
   17       5         30          2          1        157        167         10
   18      20         40         12         17          0        204         10
   19      15         60         17         42          0        187         10
   24      65         35          3         12          0        190         10
   25      65         20          6          1        172        182         10
   26      45         30         17         21          0        208         10
   27      35         40         16         18         37         47         10
   28      41         37         16          8          0        213         10
   30      40         60         21          5         71         81         10
   32      35         69         23          0          0        186         10
   33      53         52         11          9         37         47         10
   34      65         55         14          9          0        183         10
   35      63         65          8          8        143        153         10
   36       2         60          5          1         41         51         10
   38       5          5         16         34         83         93         10
   39      60         12         31         15         44         54         10
   40      40         25          9          2         85         95         10
   41      42          7          5          4         97        107         10
   42      24         12          5         26         31         41         10
   43      23          3          7         16          0        185         10
   44      11         14         18          4         69         79         10
   45       6         38         16          1         32         42         10
   46       2         48          1          3          0        184         10
   47       8         56         27         31          0        185         10
   48      13         52         36         16          0        192         10
   49       6         68         30         24        108        118         10
   51      49         58         10         11          0        193         10
   53      37         31         14         22         95        105         10
   54      57         29         18          4          0        197         10
   55      63         23          2          5        136        146         10
   58      36         26         18         10        200        210         10
   59      21         24         28         15          0        202         10
   60      17         34          3          8          0        201         10
   61      12         24         13          8          0        194         10
   62      24         58         19         23         58         68         10
   63      27         69         10         15          0        185         10
   64      15         77          9          1         73         83         10
   65      62         77         20          2         51         61         10
   66      49         73         25          7        127        137         10
   68      56         39         36          7        142        152         10
   69      37         47          6          4         50         60         10
   70      37         56          5         31        182        192         10
   71      57         68         15          5          0        180         10
   72      47         16         25          6          0        197         10
   73      44         17          9         20          0        199         10
   74      46         13          8         11        149        159         10
   75      49         11         18         27          0        192         10
   76      49         42         13         15         73         83         10
   77      53         43         14         11        179        189         10
   79      57         48         23         10         92        102         10
   80      56         37          6         20        182        192         10
   81      55         54         26         38          0        192         10
   82      15         47         16         24          0        196         10
   83      14         37         11          7          0        198         10
   84      11         31          7          1        101        111         10
   85      16         22         41         22          0        196         10
   86       4         18         35          3          0        184         10
   87      28         18         26         11         93        103         10
   89      26         35         15         20          0        211         10
   91      15         19          1         19          0        194         10
   92      22         22          2         29         18         28         10
   93      18         24         22          2        188        198         10
   94      26         27         27         14          0        207         10
   95      25         24         20         16          0        205         10
   96      22         27         11         11          0        204         10
   97      25         21         12          4          0        202         10
   98      19         21         10         33          0        198         10
   99      20         26          9          9         83         93         10
  100      18         18         17          8        185        195         10
