RCdp201.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    1      25         85         20         10        673        793         10
    2      22         75         30         10        152        272         10
    4      20         80         40         20        644        764         10
    5      20         85         20         10         73        193         10
    6      18         75         20         40        388        508         10
    7      15         75         20         20        300        420         10
    8      15         80         10         30        367        487         10
    9      10         35         20         10        371        491         10
   10      10         40         30         30        519        639         10
   11       8         40         40         20        195        315         10
   13       5         35         10         30        653        773         10
   14       5         45         10         30         35        155         10
   15       2         40         20         20        174        294         10
   16       0         40         20         10        255        375         10
   17       0         45         20         10        703        823         10
   18      44          5         20         40        335        455         10
   19      42         10         40         30        254        374         10
   20      42         15         10         20        537        657         10
   21      40          5         10         10        215        335         10
   22      40         15         40         10        375        495         10
   23      38          5         30         30        201        321         10
   25      35          5         20         20        784        904         10
   26      95         30         30         10        529        649         10
   28      92         30         10         10        149        269         10
   29      90         35         10         30        194        314         10
   30      88         30         10         20        246        366         10
   31      88         35         20         10        165        285         10
   32      87         30         10         20        621        741         10
   33      85         25         10         10         80        200         10
   34      85         35         30         20        487        607         10
   35      67         85         20         40        657        777         10
   37      65         82         10         40        557        677         10
   38      62         80         30         40        278        398         10
   39      60         80         10         20         64        184         10
   40      60         85         30         20        329        449         10
   41      58         75         20         20        376        496         10
   42      55         80         10         30         33        153         10
   43      55         85         20         10        574        694         10
   44      55         82         10         10        217        337         10
   45      20         82         10         10         37        157         10
   48      42          5         10         20        732        852         10
   49      42         12         10         10        440        560         10
   50      72         35         30         10        507        627         10
   52      25         30          3         13        175        295         10
   54      55         60         16         12        601        721         10
   55      30         60         16         15        599        719         10
   56      50         35         19         28        557        677         10
   57      30         25         23         13        397        517         10
   58      15         10         20          3        782        902         10
   59      10         20         19         17         42        162         10
   61      45         65          9          8        258        378         10
   63      65         20          6         31         39        159         10
   64      45         30         17         11        191        311         10
   67      64         42          9         11        268        388         10
   68      40         60         21          0        612        732         10
   69      31         52         27         32        157        277         10
   70      35         69         23          6        810        930         10
   72      63         65          8          8         60        180         10
   73       2         60          5         15        286        406         10
   74      20         20          8          7        645        765         10
   76      60         12         31         26        268        388         10
   77      23          3          7          6        764        884         10
   78       8         56         27         24        365        485         10
   79       6         68         30         17        352        472         10
   80      47         47         13          9        822        942         10
   81      49         58         10          5        355        475         10
   83      37         31         14          3        105        225         10
   84      57         29         18          7        395        515         10
   85      63         23          2          5        344        464         10
   86      21         24         28         18        349        469         10
   87      12         24         13         37        359        479         10
   88      24         58         19         11        260        380         10
   89      67          5         25          8        713        833         10
   90      37         47          6          9        359        479         10
   93      61         52          3         23        808        928         10
   94      57         48         23         14        392        512         10
   95      56         37          6         20        100        220         10
   96      55         54         26          4        562        682         10
   98      26         52          9          8        172        292         10
   99      26         35         15          7        308        428         10
