Rdp109.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10         46        133        198         10
    2      35         17          7         12         22         87         10
    4      55         20         19         15        123        184         10
    5      15         30         26          4         20         93         10
    6      25         30          3         14         76        131         10
   10      30         60         16          7        107        150         10
   11      20         65         12          9         42        101         10
   12      50         35         19          7         38         97         10
   13      30         25         23         24        131        196         10
   14      15         10         20         37         32        114         10
   17       5         30          2         11        124        189         10
   19      15         60         17         15         52        109         10
   21      45         20         11          9         37         96         10
   22      45         10         18          9         76        127         10
   23      55          5         29          9         43        102         10
   24      65         35          3         11        124        190         10
   25      65         20          6         18        121        186         10
   27      35         40         16         20          8         75         10
   29      64         42          9         31         37         98         10
   30      40         60         21         33         49        102         10
   31      31         52         27          2         24         85         10
   33      53         52         11         11         24         92         10
   34      65         55         14         20         96        147         10
   35      63         65          8          7        116        178         10
   36       2         60          5          8         41        112         10
   37      20         20          8         16        113        164         10
   38       5          5         16         10         60        115         10
   39      60         12         31         18         33        110         10
   40      40         25          9         34         65        114         10
   41      42          7          5         30         72        131         10
   42      24         12          5          3         25         91         10
   43      23          3          7         14        111        162         10
   45       6         38         16          1         29         99         10
   46       2         48          1          7         92        151         10
   47       8         56         27         17         34        105         10
   49       6         68         30         12         93        132         10
   50      47         47         13         11        102        155         10
   52      27         43          9          8         26         87         10
   54      57         29         18         12        118        171         10
   55      63         23          2         19        111        170         10
   57      32         12          7          4         77        134         10
   58      36         26         18         16        147        210         10
   59      21         24         28         26         17        100         10
   60      17         34          3          6        134        199         10
   61      12         24         13          7         55        106         10
   62      24         58         19          0         30         95         10
   63      27         69         10          6         34        103         10
   64      15         77          9          6         48        107         10
   65      62         77         20          5         49        113         10
   66      49         73         25          2        104        159         10
   67      67          5         25         38         59        116         10
   68      56         39         36          9        117        176         10
   69      37         47          6         22         23         86         10
   70      37         56          5         16        123        198         10
   71      57         68         15         19         54        109         10
   72      47         16         25         26         22         96         10
   73      44         17          9         13         56        109         10
   74      46         13          8          8        123        184         10
   76      49         42         13         33         52        103         10
   77      53         43         14         23        136        200         10
   78      61         52          3          3         71        130         10
   79      57         48         23          4         72        121         10
   80      56         37          6         19        135        198         10
   82      15         47         16         12         29         90         10
   83      14         37         11         13         21         89         10
   84      11         31          7         14         81        130         10
   85      16         22         41          4         70        121         10
   86       4         18         35          5         74        123         10
   87      28         18         26         11         79        116         10
   88      26         52          9         26         50        107         10
   89      26         35         15          6        139        211         10
   90      31         67          3         14         73        126         10
   93      18         24         22         17        129        199         10
   94      26         27         27          2         81        128         10
   95      25         24         20          6         14         78         10
   96      22         27         11          7        114        165         10
   97      25         21         12         18        115        160         10
   98      19         21         10         14         32         93         10
   99      20         26          9         21         60        115         10
  100      18         18         17          6        123        195         10
