RCdp202.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    1      25         85         20         40          0        911         10
    2      22         75         30         10          0        919         10
    3      22         85         10         30          0        910         10
    4      20         80         40         40        644        764         10
    7      15         75         20         10          0        914         10
    8      15         80         10         20        367        487         10
    9      10         35         20         30        371        491         10
   10      10         40         30         10        519        639         10
   11       8         40         40         30        195        315         10
   12       8         45         20         40          0        917         10
   14       5         45         10         10         35        155         10
   15       2         40         20         20        174        294         10
   16       0         40         20         20        255        375         10
   17       0         45         20         10        703        823         10
   19      42         10         40         10        254        374         10
   20      42         15         10         20        537        657         10
   21      40          5         10         20          0        905         10
   22      40         15         40         10        375        495         10
   23      38          5         30         20        201        321         10
   26      95         30         30         10          0        891         10
   27      95         35         20         10        146        266         10
   29      90         35         10         20        194        314         10
   31      88         35         20         20          0        899         10
   32      87         30         10         10        621        741         10
   33      85         25         10         30         80        200         10
   34      85         35         30         40          0        902         10
   35      67         85         20         40        657        777         10
   36      65         85         40         20         43        163         10
   38      62         80         30         30        278        398         10
   40      60         85         30         10        329        449         10
   41      58         75         20         10        376        496         10
   42      55         80         10         20         33        153         10
   43      55         85         20         20        574        694         10
   44      55         82         10         10        217        337         10
   45      20         82         10         10         37        157         10
   47       2         45         10         20        105        225         10
   49      42         12         10         10        440        560         10
   50      72         35         30         30          0        914         10
   51      55         20         19          9        326        446         10
   52      25         30          3          3          0        925         10
   53      20         50          5         17        375        495         10
   54      55         60         16         27        601        721         10
   55      30         60         16         14        599        719         10
   56      50         35         19         11        557        677         10
   57      30         25         23          0        397        517         10
   58      15         10         20          7        782        902         10
   59      10         20         19          9          0        907         10
   61      45         65          9         38        258        378         10
   62      65         35          3          4        167        287         10
   64      45         30         17         39        191        311         10
   65      35         40         16          4         11        131         10
   66      41         37         16          4        566        686         10
   67      64         42          9         12        268        388         10
   68      40         60         21          9        612        732         10
   69      31         52         27         13        157        277         10
   70      35         69         23         21        810        930         10
   71      65         55         14          5        241        361         10
   72      63         65          8          2          0        922         10
   73       2         60          5         16        286        406         10
   75       5          5         16          0          0        892         10
   76      60         12         31         12        268        388         10
   77      23          3          7         22        764        884         10
   78       8         56         27         15        365        485         10
   79       6         68         30          8        352        472         10
   80      47         47         13         10        822        942         10
   81      49         58         10          5        355        475         10
   84      57         29         18          6        395        515         10
   85      63         23          2          7          0        914         10
   86      21         24         28          7        349        469         10
   87      12         24         13         10        359        479         10
   89      67          5         25         15        713        833         10
   90      37         47          6         12        359        479         10
   93      61         52          3          5        808        928         10
   94      57         48         23         23          0        932         10
   95      56         37          6         18          0        929         10
   96      55         54         26         13          0        934         10
   97       4         18         35         16        547        667         10
   98      26         52          9         14          0        935         10
   99      26         35         15         16        308        428         10
  100      31         67          3          4        810        930         10
