Rdp209.80

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   80        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    1      41         49         10          7        636        919         10
    2      35         17          7         13         74        351         10
    3      55         45         13         19        498        613         10
    5      15         30         26         24         20        370         10
    6      25         30          3          8        266        663         10
    7      20         50          5         18        292        449         10
    8      10         43          9         29        288        597         10
    9      55         60         16          7        254        643         10
   10      30         60         16         30        496        713         10
   11      20         65         12         22         33        510         10
   12      50         35         19         11        170        403         10
   15      30          5          8          3         30        529         10
   16      10         20         19         20        222        423         10
   17       5         30          2         14        409        959         10
   18      20         40         12         12        349        462         10
   19      15         60         17         24        215        432         10
   20      45         65          9          8        538        709         10
   21      45         20         11         14        156        389         10
   22      45         10         18         14        280        623         10
   23      55          5         29          3         36        513         10
   25      65         20          6         35        400        956         10
   26      45         30         17         10        548        707         10
   27      35         40         16          3          5        612         10
   28      41         37         16          9         44        325         10
   30      40         60         21         29        115        498         10
   31      31         52         27         46         91        336         10
   32      35         69         23          7        602        835         10
   33      53         52         11         29         24        646         10
   34      65         55         14         14        487        656         10
   35      63         65          8          7        439        948         10
   36       2         60          5         13         41        710         10
   37      20         20          8          6        563        736         10
   39      60         12         31          7         33        797         10
   41      42          7          5          5        225        682         10
   42      24         12          5          7         25        616         10
   44      11         14         18         36         72        501         10
   45       6         38         16          4         29        669         10
   46       2         48          1         11        458        685         10
   47       8         56         27         31         34        362         10
   49       6         68         30          3        444        597         10
   50      47         47         13          5        499        690         10
   52      27         43          9          8        111        362         10
   54      57         29         18         26        595        780         10
   56      53         12          6         19        426        851         10
   57      32         12          7          5        366        585         10
   58      36         26         18         14        458        980         10
   59      21         24         28         19         17        441         10
   60      17         34          3         11        651        932         10
   61      12         24         13         10        246        421         10
   62      24         58         19         16         25        583         10
   64      15         77          9          4         46        523         10
   65      62         77         20         13         49        608         10
   67      67          5         25          5        132        563         10
   69      37         47          6          4         12        535         10
   71      57         68         15         34        218        417         10
   72      47         16         25         15         22        377         10
   73      44         17          9         10        263        444         10
   74      46         13          8         12        479        965         10
   75      49         11         18         23        182        399         10
   76      49         42         13         28        166        497         10
   77      53         43         14         21        430        970         10
   78      61         52          3          4        212        671         10
   79      57         48         23         10        273        580         10
   80      56         37          6          5        452        968         10
   81      55         54         26          5        388        479         10
   82      15         47         16         16         99        352         10
   83      14         37         11         13         21        328         10
   84      11         31          7         26        323        624         10
   85      16         22         41          9        333        504         10
   86       4         18         35         13        350        503         10
   87      28         18         26         30        380        487         10
   88      26         52          9          9        114        553         10
   89      26         35         15          3        649        981         10
   90      31         67          3         17        345        534         10
   93      18         24         22          8        339        969         10
   94      26         27         27         14        403        536         10
   95      25         24         20          2         22        301         10
   96      22         27         11          2        565        732         10
   97      25         21         12          5        582        703         10
   98      19         21         10          4        122        367         10
