Cdp208.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       700

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       3390          0
    1      52         75         10         10         71        711         90
    5      42         65         10         10         15        655         90
    8      34         60         20         10       2647       3287         90
    9      28         70         10         10       2361       3001         90
   11      35         69         10         50       2458       3098         90
   13      22         75         30         30       2165       2805         90
   16      20         85         40         10       1694       2334         90
   20      30         50         10         10         10        650         90
   22      28         52         20         20         12        652         90
   25      22         66         40         10       2264       2904         90
   29      20         50         10         10        158        798         90
   30      20         55         10         10         63        703         90
   33       8         40         40         20        445       1085         90
   36       5         45         10         20       1013       1653         90
   41      35         32         10         10       2518       3158         90
   46      34         25         30         10       1769       2409         90
   47      30         35         10         10       2240       2880         90
   54      42         10         40         20        920       1560         90
   56      40          5         30         10       1110       1750         90
   60      35          5         20         20       1295       1935         90
   61      50         30         10         10        161        801         90
   63      50         40         50         10         14        654         90
   64      48         30         10         10        253        893         90
   65      44         25         10         30        631       1271         90
   66      47         35         10         10        348        988         90
   67      47         40         10         10         12        652         90
   70      95         30         30         10       2081       2721         90
   73      92         30         10         20       2174       2814         90
   76      90         35         10         10       1891       2531         90
   77      72         45         10         10       2627       3267         90
   78      78         40         20         20       2562       3202         90
   80      85         25         10         10       2273       2913         90
   81      85         35         30         10       2463       3103         90
   85      86         46         30         10       1789       2429         90
   87      64         46         20         40       2635       3275         90
   91      60         60         10         10       1211       1851         90
   92      67         85         20         10        454       1094         90
   95      62         80         30         40        641       1281         90
   98      58         75         20         20        738       1378         90
  100      55         85         20         10        262        902         90
