Rdp101.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    2      35         17          7         17         50         60         10
    3      55         45         13          5        116        126         10
    5      15         30         26         12         34         44         10
    7      20         50          5         16         81         91         10
    8      10         43          9          7         95        105         10
   10      30         60         16         15        124        134         10
   12      50         35         19          3         63         73         10
   13      30         25         23         10        159        169         10
   17       5         30          2          9        157        167         10
   21      45         20         11         13         62         72         10
   22      45         10         18         10         97        107         10
   23      55          5         29          3         68         78         10
   25      65         20          6         13        172        182         10
   29      64         42          9         31         63         73         10
   30      40         60         21         17         71         81         10
   34      65         55         14         12        117        127         10
   40      40         25          9         11         85         95         10
   44      11         14         18          9         69         79         10
   45       6         38         16          6         32         42         10
   48      13         52         36         21        165        175         10
   51      49         58         10          3         88         98         10
   54      57         29         18         31        140        150         10
   55      63         23          2         25        136        146         10
   60      17         34          3         12        162        172         10
   62      24         58         19         10         58         68         10
   65      62         77         20          0         51         61         10
   66      49         73         25          7        127        137         10
   67      67          5         25         25         83         93         10
   71      57         68         15         20         77         87         10
   74      46         13          8          9        149        159         10
   77      53         43         14          4        179        189         10
   80      56         37          6          6        182        192         10
   84      11         31          7          8        101        111         10
   85      16         22         41          1         91        101         10
   89      26         35         15          1        176        186         10
   92      22         22          2          4         18         28         10
   95      25         24         20          5         39         49         10
   97      25         21         12         10        133        143         10
   98      19         21         10         16         58         68         10
   99      20         26          9          8         83         93         10
