Cdp109.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         40        668       1028         90
    7      40         66         20         10         18        378         90
   13      22         75         30         40         30        390         90
   17      18         75         20         40         33        393         90
   19      15         80         10         40        132        492         90
   22      28         52         20         10        668       1028         90
   26      25         55         10         10        482        842         90
   27      23         52         10         10        109        469         90
   29      20         50         10         30        202        562         90
   31      10         35         20         10         39        399         90
   32      10         40         30         10         31        391         90
   34       8         45         20         10        604        964         90
   40      35         30         10         10        113        473         90
   43      33         35         10         10         16        376         90
   44      32         30         10         10        206        566         90
   46      30         32         30         20        299        659         90
   47      30         35         10         30        767       1127         90
   50      26         32         10         10        668       1028         90
   53      44          5         20         20        137        497         90
   54      42         10         40         20         42        402         90
   63      50         40         50         30         15        375         90
   66      47         35         10         20        671       1031         90
   67      47         40         10         20         12        372         90
   69      45         35         10         40        763       1123         90
   70      95         30         30         10        242        602         90
   71      95         35         20         30        147        507         90
   73      92         30         10         10        335        695         90
   77      88         30         10         10        429        789         90
   78      88         35         20         20         50        410         90
   86      66         55         10         20         26        386         90
   87      65         55         20         30         25        385         90
   89      63         58         10         10        590        950         90
   90      60         55         10         30         20        380         90
   91      60         60         10         20        683       1043         90
   92      67         85         20         20        225        585         90
   96      60         80         10         20         36        396         90
   97      60         85         30         30        412        772         90
   98      58         75         20         10         30        390         90
   99      55         80         10         50        602        962         90
  100      55         85         20         10        507        867         90
