Rdp105.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10         28        151        181         10
    3      55         45         13         26        106        136         10
    5      15         30         26         12         24         54         10
    8      10         43          9         25         85        115         10
    9      55         60         16         15         87        117         10
   10      30         60         16          3        114        144         10
   11      20         65         12          3         57         87         10
   19      15         60         17          4         66         96         10
   22      45         10         18          2         87        117         10
   23      55          5         29          1         58         88         10
   28      41         37         16         16         29         59         10
   30      40         60         21          5         61         91         10
   31      31         52         27          1         40         70         10
   33      53         52         11          8         27         57         10
   34      65         55         14         18        107        137         10
   35      63         65          8         21        133        163         10
   36       2         60          5          7         41         71         10
   37      20         20          8          2        124        154         10
   41      42          7          5          4         87        117         10
   49       6         68         30         27         98        128         10
   50      47         47         13         33        114        144         10
   54      57         29         18         16        130        160         10
   56      53         12          6         13        120        150         10
   57      32         12          7          9         91        121         10
   59      21         24         28          4         17         47         10
   61      12         24         13         23         66         96         10
   62      24         58         19         37         48         78         10
   64      15         77          9          7         63         93         10
   66      49         73         25          6        117        147         10
   68      56         39         36          8        132        162         10
   73      44         17          9         10         68         98         10
   77      53         43         14          3        169        199         10
   79      57         48         23          3         82        112         10
   80      56         37          6         12        168        198         10
   81      55         54         26          7         84        114         10
   85      16         22         41          8         81        111         10
   88      26         52          9         24         64         94         10
   90      31         67          3         12         85        115         10
   92      22         22          2          6         18         48         10
   96      22         27         11          9        125        155         10
