Cdp103.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0       1236          0
    2      45         70         30         10          0       1125         90
    4      42         68         10         10        727        782         90
    7      40         66         20         20          0       1130         90
   13      22         75         30         10         30         92         90
   14      22         85         10         20          0       1106         90
   16      20         85         40         50          0       1105         90
   19      15         80         10         10          0       1106         90
   21      30         52         20         20          0       1135         90
   24      25         50         10         10          0       1131         90
   30      20         55         10         20        449        504         90
   32      10         40         30         30          0       1114         90
   34       8         45         20         20          0       1113         90
   35       5         35         10         10        283        344         90
   36       5         45         10         10        665        716         90
   37       2         40         20         10          0       1106         90
   39       0         45         20         10        567        624         90
   40      35         30         10         10        264        321         90
   41      35         32         10         30        166        235         90
   42      33         32         20         20         68        149         90
   44      32         30         10         20        359        412         90
   46      30         32         30         10          0       1125         90
   47      30         35         10         10          0       1127         90
   53      44          5         20         40        286        347         90
   62      50         35         20         10        262        317         90
   64      48         30         10         10        632        693         90
   65      48         40         10         30         76        129         90
   66      47         35         10         10        826        875         90
   67      47         40         10         10         12         77         90
   70      95         30         30         10        387        456         90
   71      95         35         20         10          0       1088         90
   72      53         30         10         10          0       1122         90
   74      53         35         50         20        353        412         90
   76      90         35         10         10        203        260         90
   79      87         30         10         10        668        731         90
   80      85         25         10         10        769        820         90
   82      75         55         20         10          0       1110         90
   88      65         60         30         10        645        708         90
   90      60         55         10         10          0       1125         90
   98      58         75         20         10          0       1115         90
  100      55         85         20         30        647        726         90
