RCdp206.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    7      15         75         20         20        240        480         10
   14       5         45         10         10         35        275         10
   16       0         40         20         10        195        435         10
   17       0         45         20         40        643        883         10
   18      44          5         20         30        275        515         10
   19      42         10         40         10        194        434         10
   20      42         15         10         40        477        717         10
   23      38          5         30         10        141        381         10
   24      38         15         10         10        621        861         10
   28      92         30         10         20         89        329         10
   29      90         35         10         10        134        374         10
   31      88         35         20         40        105        345         10
   38      62         80         30         20        218        458         10
   39      60         80         10         20         36        276         10
   40      60         85         30         40        269        509         10
   43      55         85         20         20        514        754         10
   44      55         82         10         30        157        397         10
   45      20         82         10         20         37        277         10
   46      18         80         10         10        429        669         10
   48      42          5         10         10        664        904         10
   49      42         12         10         10        380        620         10
   53      20         50          5          6        315        555         10
   54      55         60         16         16        541        781         10
   56      50         35         19          7        497        737         10
   66      41         37         16         12        506        746         10
   68      40         60         21         12        552        792         10
   70      35         69         23         12        690        930         10
   71      65         55         14         14        181        421         10
   72      63         65          8         24         27        267         10
   74      20         20          8          8        585        825         10
   75       5          5         16          6        172        412         10
   78       8         56         27          7        305        545         10
   83      37         31         14         10         45        285         10
   88      24         58         19          1        200        440         10
   89      67          5         25          6        653        893         10
   90      37         47          6          4        299        539         10
   92      53         43         14          9         14        254         10
   93      61         52          3         23        688        928         10
   94      57         48         23          9        332        572         10
   95      56         37          6         21         40        280         10
