Rdp103.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    3      55         45         13         16          0        197         10
    4      55         20         19         26        149        159         10
    8      10         43          9         18         95        105         10
    9      55         60         16         15         97        107         10
   10      30         60         16          4        124        134         10
   16      10         20         19         10          0        190         10
   17       5         30          2          1        157        167         10
   26      45         30         17         21          0        208         10
   27      35         40         16         18         37         47         10
   30      40         60         21          5         71         81         10
   39      60         12         31         15         44         54         10
   41      42          7          5          4         97        107         10
   43      23          3          7         16          0        185         10
   44      11         14         18          4         69         79         10
   45       6         38         16          1         32         42         10
   46       2         48          1          3          0        184         10
   47       8         56         27         31          0        185         10
   48      13         52         36         16          0        192         10
   49       6         68         30         24        108        118         10
   51      49         58         10         11          0        193         10
   53      37         31         14         22         95        105         10
   54      57         29         18          4          0        197         10
   60      17         34          3          8          0        201         10
   61      12         24         13          8          0        194         10
   62      24         58         19         23         58         68         10
   63      27         69         10         15          0        185         10
   64      15         77          9          1         73         83         10
   66      49         73         25          7        127        137         10
   69      37         47          6          4         50         60         10
   70      37         56          5         31        182        192         10
   71      57         68         15          5          0        180         10
   75      49         11         18         27          0        192         10
   77      53         43         14         11        179        189         10
   79      57         48         23         10         92        102         10
   82      15         47         16         24          0        196         10
   84      11         31          7          1        101        111         10
   92      22         22          2         29         18         28         10
   97      25         21         12          4          0        202         10
   98      19         21         10         33          0        198         10
  100      18         18         17          8        185        195         10
