Rdp104.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    5      15         30         26         14          0        199         10
    6      25         30          3         19          0        208         10
    7      20         50          5          8          0        198         10
    8      10         43          9          2         95        105         10
    9      55         60         16         12         97        107         10
   10      30         60         16         13          0        194         10
   12      50         35         19         18          0        205         10
   20      45         65          9         24          0        188         10
   23      55          5         29          9         68         78         10
   24      65         35          3         10          0        190         10
   25      65         20          6          9        172        182         10
   26      45         30         17         32          0        208         10
   27      35         40         16         15          0        215         10
   29      64         42          9         21          0        190         10
   32      35         69         23         12          0        186         10
   35      63         65          8         17          0        178         10
   36       2         60          5         32          0        178         10
   39      60         12         31         28          0        186         10
   43      23          3          7          4          0        185         10
   44      11         14         18          2         69         79         10
   45       6         38         16         10          0        190         10
   49       6         68         30          2          0        176         10
   50      47         47         13          5          0        203         10
   51      49         58         10         28          0        193         10
   52      27         43          9         30          0        208         10
   55      63         23          2         36        136        146         10
   56      53         12          6          3          0        190         10
   59      21         24         28          8          0        202         10
   62      24         58         19         26         58         68         10
   65      62         77         20         14          0        170         10
   70      37         56          5         40          0        198         10
   73      44         17          9         14          0        199         10
   76      49         42         13         19         73         83         10
   77      53         43         14          7        179        189         10
   79      57         48         23          9         92        102         10
   80      56         37          6         11          0        198         10
   81      55         54         26          9          0        192         10
   85      16         22         41          5          0        196         10
   88      26         52          9          5          0        200         10
   94      26         27         27         19          0        207         10
