RCdp203.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    3      22         85         10         20          0        910         10
    4      20         80         40         20        644        764         10
    6      18         75         20         40        388        508         10
    7      15         75         20         10          0        914         10
    9      10         35         20         10        371        491         10
   11       8         40         40         10        195        315         10
   14       5         45         10         30          0        914         10
   18      44          5         20         10          0        904         10
   25      35          5         20         20        784        904         10
   26      95         30         30         20          0        891         10
   27      95         35         20         20        146        266         10
   28      92         30         10         20          0        894         10
   29      90         35         10         30          0        897         10
   34      85         35         30         30          0        902         10
   38      62         80         30         10        278        398         10
   39      60         80         10         10         64        184         10
   40      60         85         30         20        329        449         10
   41      58         75         20         30        376        496         10
   43      55         85         20         10          0        911         10
   45      20         82         10         30         37        157         10
   49      42         12         10         40        440        560         10
   55      30         60         16          8        599        719         10
   56      50         35         19          6        557        677         10
   58      15         10         20          1        782        902         10
   65      35         40         16          8         11        131         10
   66      41         37         16         10        566        686         10
   68      40         60         21          3        612        732         10
   70      35         69         23          4        810        930         10
   73       2         60          5          4          0        910         10
   75       5          5         16         21          0        892         10
   76      60         12         31          8        268        388         10
   79       6         68         30          8        352        472         10
   82      27         43          9          5          0        935         10
   84      57         29         18         18        395        515         10
   86      21         24         28         36          0        917         10
   88      24         58         19         10        260        380         10
   91      49         42         13          3          0        937         10
   94      57         48         23         13          0        932         10
   96      55         54         26          9          0        934         10
  100      31         67          3         12        810        930         10
