Rdp210.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    3      55         45         13         29        289        822         10
   11      20         65         12          7        206        325         10
   12      50         35         19          9         15        725         10
   13      30         25         23         30        694        823         10
   15      30          5          8         20        176        299         10
   18      20         40         12         39        229        582         10
   19      15         60         17          5         95        552         10
   22      45         10         18          0        349        554         10
   24      65         35          3         15        435        960         10
   26      45         30         17          3        328        927         10
   29      64         42          9         15         29        513         10
   33      53         52         11         13         24        299         10
   34      65         55         14         17        265        878         10
   35      63         65          8         19        626        873         10
   38       5          5         16         34        298        409         10
   41      42          7          5         35        336        571         10
   43      23          3          7         17        458        867         10
   44      11         14         18          4        230        343         10
   47       8         56         27         27         34        602         10
   48      13         52         36         16        200        962         10
   56      53         12          6          7        525        752         10
   59      21         24         28          4         17        972         10
   60      17         34          3          4        449        971         10
   71      57         68         15         25         98        537         10
   72      47         16         25         21         22        915         10
   73      44         17          9         12        143        564         10
   76      49         42         13          7        281        382         10
   77      53         43         14          6        821        948         10
   79      57         48         23         10        377        476         10
   81      55         54         26          9        268        599         10
   82      15         47         16         15         23        761         10
   84      11         31          7          7        425        522         10
   85      16         22         41         22        110        727         10
   87      28         18         26          7        397        470         10
   92      22         22          2         32         18        159         10
   93      18         24         22         11        691        969         10
   94      26         27         27         25        190        749         10
   95      25         24         20         11         14        793         10
   97      25         21         12          2        462        823         10
  100      18         18         17         30        821        965         10
