Rdp205.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    3      55         45         13          9        436        676         10
    6      25         30          3          9        345        585         10
   10      30         60         16         13        485        725         10
   11      20         65         12          8        146        386         10
   15      30          5          8          4        118        358         10
   21      45         20         11         15        153        393         10
   23      55          5         29          6        146        386         10
   24      65         35          3          6        656        896         10
   27      35         40         16          2         60        300         10
   28      41         37         16         10         65        305         10
   29      64         42          9         33        132        372         10
   32      35         69         23         10        599        839         10
   33      53         52         11          3         24        264         10
   35      63         65          8          4        630        870         10
   38       5          5         16         13        234        474         10
   40      40         25          9          7        279        519         10
   45       6         38         16         11         29        269         10
   46       2         48          1         12        452        692         10
   50      47         47         13         10        475        715         10
   53      37         31         14         25        332        572         10
   57      32         12          7          9        356        596         10
   59      21         24         28          9         17        257         10
   64      15         77          9          4        154        394         10
   66      49         73         25         13        523        763         10
   67      67          5         25         18        228        468         10
   68      56         39         36          9        575        815         10
   70      37         56          5         22        728        968         10
   71      57         68         15         19        198        438         10
   72      47         16         25          4         22        262         10
   74      46         13          8          8        622        862         10
   76      49         42         13         20        212        452         10
   77      53         43         14          5        730        970         10
   80      56         37          6         15        728        968         10
   81      55         54         26         13        314        554         10
   82      15         47         16          6        106        346         10
   84      11         31          7          3        354        594         10
   92      22         22          2         12         18        258         10
   96      22         27         11         14        529        769         10
   97      25         21         12         23        523        763         10
   99      20         26          9          7        263        503         10
