Rdp110.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10          2        130        201         10
    4      55         20         19         20         71        195         10
    5      15         30         26         12         20        107         10
    7      20         50          5         15         66        105         10
   11      20         65         12          9         33        152         10
   12      50         35         19         40         38         97         10
   13      30         25         23         24         70        208         10
   15      30          5          8          8         30        154         10
   18      20         40         12          8         77        106         10
   21      45         20         11         15         37         96         10
   22      45         10         18          0         59        144         10
   26      45         30         17         35        117        156         10
   31      31         52         27         15         24         85         10
   34      65         55         14         13        100        143         10
   35      63         65          8          1         50        178         10
   37      20         20          8          5        117        160         10
   39      60         12         31          8         33        186         10
   44      11         14         18         15         31        138         10
   49       6         68         30         38         93        132         10
   53      37         31         14          1         62        137         10
   54      57         29         18          8        121        168         10
   56      53         12          6          5         81        188         10
   58      36         26         18         22         79        210         10
   60      17         34          3          5        130        201         10
   61      12         24         13         28         59        102         10
   64      15         77          9         18         46        165         10
   66      49         73         25         18         77        179         10
   68      56         39         36          4         82        198         10
   71      57         68         15         22         57        106         10
   76      49         42         13          4         36        119         10
   81      55         54         26          7         87        110         10
   84      11         31          7          8         68        143         10
   85      16         22         41          4         74        117         10
   86       4         18         35          3         79        118         10
   88      26         52          9         12         24        133         10
   91      15         19          1          7        130        194         10
   94      26         27         27         15         88        121         10
   95      25         24         20          2         14         83         10
   96      22         27         11         14        119        160         10
  100      18         18         17          1         28        195         10
