RCdp208.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    5      20         85         20         20         40        630         10
    7      15         75         20         20        161        558         10
    9      10         35         20         30        213        648         10
   10      10         40         30         10        404        753         10
   13       5         35         10         10        395        911         10
   14       5         45         10         20         35        697         10
   15       2         40         20         10         39        528         10
   17       0         45         20         20        394        909         10
   20      42         15         10         30        391        802         10
   21      40          5         10         10         45        517         10
   25      35          5         20         20        386        904         10
   29      90         35         10         40         52        536         10
   30      88         30         10         30         90        521         10
   33      85         25         10         10         51        602         10
   35      67         85         20         10        410        905         10
   41      58         75         20         20        201        670         10
   42      55         80         10         20         33        568         10
   43      55         85         20         20        429        838         10
   44      55         82         10         10         49        504         10
   46      18         80         10         40        315        782         10
   47       2         45         10         20         38        606         10
   51      55         20         19         12        161        610         10
   55      30         60         16         12        420        897         10
   57      30         25         23         18        227        686         10
   60      15         60         17         16        401        923         10
   65      35         40         16          7         11        530         10
   67      64         42          9          8        100        555         10
   70      35         69         23         17        330        930         10
   71      65         55         14          9         81        520         10
   76      60         12         31          4        125        530         10
   80      47         47         13         13        444        942         10
   81      49         58         10         13        249        580         10
   85      63         23          2          7        198        609         10
   86      21         24         28         21        212        605         10
   93      61         52          3          9        373        928         10
   94      57         48         23         15        265        638         10
   95      56         37          6         10         20        539         10
   96      55         54         26         35        418        825         10
   97       4         18         35          3        426        787         10
   98      26         52          9          1         14        499         10
