Rdp102.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    2      35         17          7          9          0        202         10
    4      55         20         19         21        149        159         10
    6      25         30          3          6         99        109         10
   10      30         60         16          8        124        134         10
   12      50         35         19         12          0        205         10
   13      30         25         23         26        159        169         10
   14      15         10         20         23         32         42         10
   17       5         30          2         13        157        167         10
   18      20         40         12         11         87         97         10
   19      15         60         17         29         76         86         10
   23      55          5         29          7         68         78         10
   24      65         35          3          9        153        163         10
   26      45         30         17         24          0        208         10
   30      40         60         21          9         71         81         10
   32      35         69         23         32        141        151         10
   35      63         65          8         11        143        153         10
   38       5          5         16          3         83         93         10
   39      60         12         31          3         44         54         10
   41      42          7          5          6         97        107         10
   42      24         12          5         18         31         41         10
   50      47         47         13          0          0        203         10
   52      27         43          9          2          0        208         10
   54      57         29         18         14        140        150         10
   55      63         23          2          9        136        146         10
   56      53         12          6         39        130        140         10
   59      21         24         28         25          0        202         10
   61      12         24         13          7         76         86         10
   65      62         77         20          8         51         61         10
   68      56         39         36         36        142        152         10
   70      37         56          5         14        182        192         10
   75      49         11         18         14          0        192         10
   78      61         52          3         18         96        106         10
   79      57         48         23          1         92        102         10
   81      55         54         26          8         94        104         10
   87      28         18         26          9         93        103         10
   90      31         67          3         13         95        105         10
   94      26         27         27          7          0        207         10
   96      22         27         11         14          0        204         10
   97      25         21         12          8        133        143         10
  100      18         18         17          1        185        195         10
