Rdp206.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    4      55         20         19          8        620        860         10
   10      30         60         16         15        485        725         10
   11      20         65         12          8        146        386         10
   12      50         35         19         14          0        975         10
   14      15         10         20         12         32        272         10
   15      30          5          8         14        118        358         10
   16      10         20         19         26        203        443         10
   17       5         30          2          1        682        922         10
   21      45         20         11         29          0        971         10
   24      65         35          3         21        656        896         10
   25      65         20          6         13        716        956         10
   26      45         30         17         23          0        978         10
   36       2         60          5         13         41        281         10
   39      60         12         31         14         33        273         10
   40      40         25          9          9        279        519         10
   42      24         12          5         21         25        265         10
   44      11         14         18         29        167        407         10
   45       6         38         16          3         29        269         10
   47       8         56         27          2         48        288         10
   48      13         52         36         23          0        962         10
   52      27         43          9         11          0        978         10
   54      57         29         18         11        568        808         10
   55      63         23          2          3        560        800         10
   56      53         12          6          5        519        759         10
   58      36         26         18          7        740        980         10
   59      21         24         28         14          0        972         10
   68      56         39         36         45        575        815         10
   70      37         56          5         20        728        968         10
   74      46         13          8         15        622        862         10
   78      61         52          3         26        322        562         10
   79      57         48         23         15        307        547         10
   80      56         37          6         17        728        968         10
   82      15         47         16         33          0        966         10
   83      14         37         11          6          0        968         10
   86       4         18         35         10        307        547         10
   87      28         18         26          6        314        554         10
   90      31         67          3         32        320        560         10
   92      22         22          2          6         18        258         10
   93      18         24         22          5        729        969         10
  100      18         18         17          6        725        965         10
