RCdp204.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        960          0
    1      25         85         20         20          0        911         10
    2      22         75         30         30          0        919         10
    3      22         85         10         40          0        910         10
    6      18         75         20         10          0        916         10
    7      15         75         20         10          0        914         10
    8      15         80         10         40        367        487         10
   11       8         40         40         20        195        315         10
   13       5         35         10         10        653        773         10
   16       0         40         20         10          0        908         10
   17       0         45         20         30          0        909         10
   20      42         15         10         10          0        914         10
   21      40          5         10         30          0        905         10
   25      35          5         20         20        784        904         10
   26      95         30         30         20          0        891         10
   35      67         85         20         20          0        905         10
   38      62         80         30         10        278        398         10
   45      20         82         10         20          0        912         10
   46      18         80         10         20          0        912         10
   47       2         45         10         30          0        911         10
   48      42          5         10         20          0        904         10
   49      42         12         10         20          0        911         10
   50      72         35         30         40          0        914         10
   54      55         60         16         19          0        931         10
   55      30         60         16          0        599        719         10
   57      30         25         23         19          0        923         10
   58      15         10         20         13        782        902         10
   61      45         65          9          2          0        934         10
   62      65         35          3         10        167        287         10
   63      65         20          6          2          0        910         10
   70      35         69         23          6          0        930         10
   72      63         65          8         13          0        922         10
   74      20         20          8          1        645        765         10
   76      60         12         31          6        268        388         10
   83      37         31         14          3          0        930         10
   86      21         24         28         12          0        917         10
   87      12         24         13          7        359        479         10
   89      67          5         25          9          0        897         10
   90      37         47          6         14          0        945         10
   91      49         42         13         21          0        937         10
   95      56         37          6          3          0        929         10
