RCdp104.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      40         50          0          0          0        240          0
    4      20         80         40         20        141        171         10
    5      20         85         20         20          0        189         10
    9      10         35         20         10         91        121         10
   13       5         35         10         20        142        172         10
   14       5         45         10         20          0        194         10
   15       2         40         20         30         58         88         10
   16       0         40         20         10          0        188         10
   17       0         45         20         40          0        189         10
   18      44          5         20         30          0        184         10
   23      38          5         30         10         65         95         10
   27      95         35         20         10          0        172         10
   29      90         35         10         20          0        177         10
   30      88         30         10         20          0        178         10
   32      87         30         10         10          0        178         10
   33      85         25         10         10          0        178         10
   37      65         82         10         40          0        189         10
   40      60         85         30         40          0        189         10
   42      55         80         10         20          0        196         10
   45      20         82         10         10          0        192         10
   48      42          5         10         20          0        184         10
   51      55         20         19          2          0        196         10
   53      20         50          5          5         91        121         10
   55      30         60         16         10        140        170         10
   63      65         20          6         15          0        190         10
   67      64         42          9         22         70        100         10
   68      40         60         21         34          0        220         10
   69      31         52         27          4         41         71         10
   75       5          5         16         29          0        172         10
   76      60         12         31         11         75        105         10
   78       8         56         27          5          0        197         10
   80      47         47         13         10          0        222         10
   82      27         43          9         38          0        215         10
   84      57         29         18         12         96        126         10
   85      63         23          2          2          0        194         10
   86      21         24         28         13          0        197         10
   87      12         24         13          6         90        120         10
   88      24         58         19         32          0        212         10
   92      53         43         14         12         14         44         10
   97       4         18         35          2          0        181         10
  100      31         67          3         24        180        210         10
