Rdp207.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25       1000

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0       1000          0
    1      41         49         10         12          0        974         10
    8      10         43          9         14        323        563         10
   12      50         35         19          8          0        975         10
   13      30         25         23         22        639        879         10
   14      15         10         20         10          0        957         10
   15      30          5          8          8        118        358         10
   16      10         20         19         12          0        960         10
   19      15         60         17         24          0        957         10
   20      45         65          9         10          0        958         10
   21      45         20         11         10          0        971         10
   23      55          5         29          4        146        386         10
   26      45         30         17          7          0        978         10
   28      41         37         16          9          0        983         10
   29      64         42          9          8          0        960         10
   30      40         60         21          8        187        427         10
   32      35         69         23         11          0        956         10
   36       2         60          5         11         41        281         10
   39      60         12         31          7         33        273         10
   40      40         25          9         11        279        519         10
   48      13         52         36         21          0        962         10
   49       6         68         30          9        401        641         10
   54      57         29         18          2          0        967         10
   60      17         34          3          7          0        971         10
   62      24         58         19         13        113        353         10
   65      62         77         20         21         49        289         10
   66      49         73         25          8        523        763         10
   67      67          5         25         26        228        468         10
   74      46         13          8          8        622        862         10
   76      49         42         13          3        212        452         10
   77      53         43         14         14        730        970         10
   78      61         52          3          4        322        562         10
   79      57         48         23          7        307        547         10
   82      15         47         16         10          0        966         10
   83      14         37         11          4          0        968         10
   84      11         31          7         30        354        594         10
   86       4         18         35          4          0        954         10
   87      28         18         26          3        314        554         10
   89      26         35         15          8          0        981         10
   91      15         19          1         11          0        964         10
   93      18         24         22          9        729        969         10
