Rdp109.40

CUSTOMER  VEHICLE
NUMBER	  NUMBER     CAPACITY
   40        25        200

CUSTOMER
CUST NO.  XCOORD.   YCOORD.   DDEMAND   PDEMAND   READY TIME  DUE DATE   SERVICE TIME

    0      35         35          0          0          0        230          0
    1      41         49         10         46        133        198         10
    2      35         17          7         12         22         87         10
    6      25         30          3         14         76        131         10
   13      30         25         23         24        131        196         10
   21      45         20         11          9         37         96         10
   22      45         10         18          9         76        127         10
   25      65         20          6         18        121        186         10
   27      35         40         16         20          8         75         10
   29      64         42          9         31         37         98         10
   30      40         60         21         33         49        102         10
   33      53         52         11         11         24         92         10
   34      65         55         14         20         96        147         10
   40      40         25          9         34         65        114         10
   43      23          3          7         14        111        162         10
   45       6         38         16          1         29         99         10
   46       2         48          1          7         92        151         10
   52      27         43          9          8         26         87         10
   57      32         12          7          4         77        134         10
   60      17         34          3          6        134        199         10
   61      12         24         13          7         55        106         10
   62      24         58         19          0         30         95         10
   64      15         77          9          6         48        107         10
   65      62         77         20          5         49        113         10
   66      49         73         25          2        104        159         10
   70      37         56          5         16        123        198         10
   71      57         68         15         19         54        109         10
   73      44         17          9         13         56        109         10
   74      46         13          8          8        123        184         10
   76      49         42         13         33         52        103         10
   78      61         52          3          3         71        130         10
   80      56         37          6         19        135        198         10
   84      11         31          7         14         81        130         10
   85      16         22         41          4         70        121         10
   86       4         18         35          5         74        123         10
   87      28         18         26         11         79        116         10
   90      31         67          3         14         73        126         10
   93      18         24         22         17        129        199         10
   95      25         24         20          6         14         78         10
   97      25         21         12         18        115        160         10
   99      20         26          9         21         60        115         10
